feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,label,person,expression,augmentation
-0.13316965103149414,0.052540916949510574,0.11188244819641113,-0.024102799594402313,-0.05717551335692406,-0.045779891312122345,0.04470381885766983,-0.09991277754306793,0.19335725903511047,-0.11875113099813461,0.29372817277908325,-0.01913636177778244,-0.18861500918865204,-0.1052229106426239,0.026935558766126633,0.17175497114658356,-0.1220012903213501,-0.1551395058631897,-0.024257633835077286,-0.09956024587154388,0.01373780146241188,0.06515312939882278,-0.006202806252986193,0.06599892675876617,-0.14616961777210236,-0.3763153553009033,-0.10845430940389633,-0.10016356408596039,0.0013970559230074286,-0.05950899422168732,0.023409586399793625,0.20419134199619293,-0.17334818840026855,-0.014619496650993824,0.03933604434132576,0.06875813752412796,0.04341869056224823,0.005199238657951355,0.14600646495819092,0.05272533744573593,-0.20000159740447998,-0.0525386780500412,0.03701641038060188,0.30765825510025024,0.10795551538467407,-0.05416128411889076,-0.008665516972541809,-0.023641228675842285,0.009365520440042019,-0.1877390742301941,-0.011363687925040722,0.11149710416793823,0.16188129782676697,-0.015955783426761627,0.04779847338795662,-0.12701967358589172,-0.05899554863572121,0.008192261680960655,-0.1508094221353531,0.022228075191378593,-0.021341171115636826,-0.11948823183774948,-0.05163222551345825,-0.07241883873939514,0.2486758530139923,0.05859822407364845,-0.13493354618549347,-0.06856004893779755,0.19745801389217377,-0.08640332520008087,-0.02776474319398403,0.08442777395248413,-0.15161244571208954,-0.1553012877702713,-0.27676403522491455,0.013047460466623306,0.43570664525032043,0.033129509538412094,-0.25149065256118774,0.036750100553035736,-0.18393582105636597,-0.025883780792355537,-0.021521324291825294,0.09493458271026611,-0.04830116406083107,0.04345560073852539,-0.08600811660289764,0.02619696594774723,0.20876862108707428,-0.029309572651982307,-0.03396524116396904,0.251033216714859,-0.02491498924791813,0.0530853271484375,0.016682351008057594,-0.03475198894739151,-0.023981017991900444,-0.08199859410524368,-0.14474831521511078,-0.09311617165803909,-0.05230557546019554,-0.08364507555961609,-0.05409292131662369,0.1349627524614334,-0.2658018469810486,0.12765763700008392,0.10084172338247299,-0.04143434017896652,0.03163498267531395,0.12298990786075592,-0.11030586063861847,-0.11648723483085632,0.1439998745918274,-0.2579289674758911,0.11154144257307053,0.18188410997390747,0.03701955825090408,0.16209611296653748,0.03256460279226303,0.047492366284132004,-0.05351037532091141,-0.08966080844402313,-0.0966738611459732,-0.027975421398878098,0.0949968472123146,-0.07786298543214798,-0.01506404485553503,0.012037347070872784,Limpho,Limpho,limpho-neutral,original
-0.1304083615541458,0.04354255273938179,0.10553592443466187,-0.026003647595643997,-0.06971122324466705,-0.041942693293094635,0.03715896233916283,-0.11091627180576324,0.19300833344459534,-0.12386379390954971,0.2914939522743225,-0.024998333305120468,-0.1872968077659607,-0.10958816111087799,0.025583498179912567,0.17974446713924408,-0.13325971364974976,-0.15265701711177826,-0.006947395857423544,-0.11671208590269089,0.011006531305611134,0.05749337375164032,-0.003873050445690751,0.07029558718204498,-0.15215031802654266,-0.3677661418914795,-0.09878134727478027,-0.12427789717912674,0.006873047910630703,-0.06534484773874283,0.015147687867283821,0.2087191790342331,-0.1776254028081894,-0.008955111727118492,0.029279517009854317,0.07994352281093597,0.036163341253995895,0.01787210814654827,0.14260560274124146,0.04456394538283348,-0.1911807656288147,-0.04754895716905594,0.03822417929768562,0.30267125368118286,0.1105019748210907,-0.06427150964736938,-0.009588002227246761,-0.012582995928823948,0.013200337998569012,-0.18544156849384308,-0.013142971321940422,0.10713881999254227,0.15074777603149414,-0.008960165083408356,0.0354105643928051,-0.13252229988574982,-0.06011626124382019,-0.0008094346267171204,-0.1376541703939438,0.04210507869720459,-0.01010221242904663,-0.12840209901332855,-0.06366587430238724,-0.04963697865605354,0.26061952114105225,0.05967958644032478,-0.136725053191185,-0.06347358226776123,0.18021096289157867,-0.08789782226085663,-0.03162902593612671,0.07907231897115707,-0.16413429379463196,-0.14612004160881042,-0.2789991497993469,0.010460270568728447,0.43159130215644836,0.020039722323417664,-0.2587377429008484,0.03904138132929802,-0.17377598583698273,-0.015478800050914288,-0.0016495011514052749,0.10892961174249649,-0.0313987210392952,0.050008758902549744,-0.09310261905193329,0.0351126566529274,0.19805727899074554,-0.044574424624443054,-0.030270980671048164,0.25754234194755554,-0.02684435062110424,0.07192350178956985,0.016113126650452614,-0.025285758078098297,-0.024225130677223206,-0.09799718856811523,-0.14641840755939484,-0.1059638261795044,-0.040097326040267944,-0.07479164004325867,-0.058848485350608826,0.12655188143253326,-0.2520083487033844,0.13083767890930176,0.10210802406072617,-0.026268457993865013,0.026762761175632477,0.12000970542430878,-0.10185962170362473,-0.11428768932819366,0.1476646065711975,-0.23994235694408417,0.12399664521217346,0.18511641025543213,0.03465244174003601,0.15628205239772797,0.03631975129246712,0.035342033952474594,-0.05766628310084343,-0.08669427782297134,-0.09396908432245255,-0.01677519455552101,0.0856931060552597,-0.07655645906925201,-0.017672672867774963,0.010020848363637924,Limpho,Limpho,limpho-neutral,flipped
-0.13384519517421722,0.05305194482207298,0.11296051740646362,-0.02500927820801735,-0.05843724310398102,-0.04649670422077179,0.04406307265162468,-0.10123583674430847,0.19259023666381836,-0.11993302404880524,0.29375675320625305,-0.01889912411570549,-0.1891452521085739,-0.10458293557167053,0.028291873633861542,0.17136450111865997,-0.12250130623579025,-0.15341918170452118,-0.02333282120525837,-0.09973849356174469,0.013535670936107635,0.0653458759188652,-0.004707766696810722,0.06565254926681519,-0.14494246244430542,-0.3772682845592499,-0.10891842842102051,-0.0997239351272583,0.0009542553452774882,-0.0578051432967186,0.023468995466828346,0.20388683676719666,-0.17189337313175201,-0.014103332534432411,0.03884151950478554,0.0695158913731575,0.043497491627931595,0.0054267593659460545,0.14743053913116455,0.05192071571946144,-0.2008713185787201,-0.053352873772382736,0.03707133233547211,0.30747246742248535,0.11010536551475525,-0.055350225418806076,-0.008617961779236794,-0.022323839366436005,0.010645524598658085,-0.18740171194076538,-0.011208942160010338,0.11085968464612961,0.16319499909877777,-0.016983380541205406,0.04790961369872093,-0.1271544098854065,-0.05922889709472656,0.006672585848718882,-0.15059231221675873,0.02067645639181137,-0.01966201327741146,-0.11991994082927704,-0.05063362419605255,-0.07119134068489075,0.2499919980764389,0.058244138956069946,-0.1357537806034088,-0.0694471001625061,0.19723236560821533,-0.08677473664283752,-0.027284126728773117,0.08505377918481827,-0.15396015346050262,-0.15486258268356323,-0.2774805724620819,0.014040056616067886,0.43491804599761963,0.03278142213821411,-0.25086402893066406,0.03486737608909607,-0.18478411436080933,-0.025794558227062225,-0.021538645029067993,0.09518907964229584,-0.047486674040555954,0.042940303683280945,-0.08673341572284698,0.026184162124991417,0.20848016440868378,-0.03118864633142948,-0.03544338420033455,0.2525588274002075,-0.023961445316672325,0.054044611752033234,0.016196589916944504,-0.03378456458449364,-0.024166109040379524,-0.08160360157489777,-0.1457383930683136,-0.09183982014656067,-0.05124296247959137,-0.08407285064458847,-0.05296207219362259,0.13661721348762512,-0.26646697521209717,0.12751363217830658,0.09930894523859024,-0.040650200098752975,0.03157113492488861,0.12247316539287567,-0.11242178082466125,-0.11782864481210709,0.14475585520267487,-0.257093608379364,0.11025165021419525,0.18228256702423096,0.037042587995529175,0.16148419678211212,0.03304259851574898,0.04702811315655708,-0.05281832069158554,-0.08899648487567902,-0.09602349251508713,-0.027323687449097633,0.0946701243519783,-0.07721443474292755,-0.015227007679641247,0.012893293052911758,Limpho,Limpho,limpho-neutral,rotated_15
-0.12551966309547424,0.06981199979782104,0.082240030169487,-0.013259753584861755,-0.06159399449825287,-0.043084532022476196,0.051023662090301514,-0.10555466264486313,0.21223370730876923,-0.1314808428287506,0.26830318570137024,-0.01683160662651062,-0.1901557445526123,-0.11955966055393219,0.053023189306259155,0.17491695284843445,-0.13920825719833374,-0.1667746603488922,-0.03859308362007141,-0.11794262379407883,0.004303064197301865,0.06870347261428833,0.03124106489121914,0.04439092427492142,-0.14956650137901306,-0.3689452111721039,-0.10870132595300674,-0.10176649689674377,0.002381453523412347,-0.0755305290222168,0.018586616963148117,0.17963258922100067,-0.15401773154735565,-0.01248562429100275,0.03913753107190132,0.07839614897966385,0.033386144787073135,0.002224863041192293,0.1654062569141388,0.05950263515114784,-0.2136429399251938,-0.061110906302928925,0.03517928719520569,0.3049609959125519,0.1277647465467453,-0.03188973292708397,-0.030274201184511185,0.001091893296688795,0.031524501740932465,-0.179776132106781,-0.01453839335590601,0.11658128350973129,0.15031784772872925,-0.03305406868457794,0.06281672418117523,-0.11919921636581421,-0.06347949057817459,0.022747404873371124,-0.15356634557247162,-0.00721373874694109,-0.011021135374903679,-0.12389957159757614,-0.05242432653903961,-0.062139321118593216,0.2515963613986969,0.05392948538064957,-0.134299635887146,-0.06579137593507767,0.19145917892456055,-0.10088092088699341,-0.033105526119470596,0.09673286974430084,-0.15158401429653168,-0.1620156168937683,-0.27124589681625366,0.0013084650272503495,0.44512978196144104,0.02528505027294159,-0.21027487516403198,0.020058779045939445,-0.1476897895336151,-0.03192992880940437,-0.02313910238444805,0.11353591084480286,-0.06005695089697838,0.046191275119781494,-0.09800396114587784,0.005526883527636528,0.19937701523303986,-0.03210480883717537,-0.051967207342386246,0.23912717401981354,-0.02836691588163376,0.061075273901224136,0.006746433209627867,-0.04349865764379501,-0.018802234902977943,-0.07746598869562149,-0.13287916779518127,-0.09454337507486343,-0.045223187655210495,-0.1071290597319603,-0.06873202323913574,0.12718237936496735,-0.2527914047241211,0.1172996237874031,0.08905402570962906,-0.037919677793979645,0.006272386759519577,0.11577551066875458,-0.10208205878734589,-0.10862060636281967,0.14078263938426971,-0.27612775564193726,0.09271754324436188,0.20942693948745728,0.011099099181592464,0.16399097442626953,0.018556900322437286,0.054583560675382614,-0.050398144870996475,-0.0651540607213974,-0.10991670191287994,-0.048864737153053284,0.07401090860366821,-0.06982608139514923,-0.0026446706615388393,0.01888933591544628,Limpho,Limpho,limpho-neutral,grayscale
-0.19466546177864075,0.0626273825764656,0.10887040197849274,-0.08508279919624329,-0.10548851639032364,-0.04190395772457123,0.032266512513160706,-0.0973348319530487,0.14283603429794312,-0.0945565402507782,0.2891872525215149,-0.051142070442438126,-0.22609370946884155,-0.1040257066488266,0.011273386888206005,0.1820112019777298,-0.12797541916370392,-0.13734792172908783,-0.0034971614368259907,-0.1299838125705719,0.0025595417246222496,0.0739690363407135,-0.02778337523341179,0.08937781304121017,-0.15989375114440918,-0.3444270193576813,-0.10011591762304306,-0.1004454717040062,-0.057929232716560364,0.002281182212755084,0.07433293759822845,0.20783206820487976,-0.1615561544895172,0.03537018969655037,0.007327621802687645,0.0793813094496727,0.06743530184030533,-0.007661373354494572,0.08846257627010345,0.0471736378967762,-0.19794052839279175,-0.06506945192813873,0.06756926327943802,0.2893443703651428,0.10239838063716888,-0.08153664320707321,0.00952343363314867,0.008530532009899616,-0.02054658532142639,-0.19611085951328278,-0.04623553529381752,0.13767872750759125,0.14065708220005035,-0.05189533531665802,0.018001841381192207,-0.1361810564994812,-0.044342488050460815,-0.013707200065255165,-0.14373259246349335,-0.0067214276641607285,-0.03999684751033783,-0.10083040595054626,-0.08354493975639343,-0.09354232996702194,0.25572386384010315,0.1162116602063179,-0.1576850414276123,-0.09392266720533371,0.19502326846122742,-0.09358594566583633,-0.06136386841535568,0.08995881676673889,-0.21127143502235413,-0.1439337283372879,-0.30233877897262573,0.029331043362617493,0.4287586510181427,0.04649617150425911,-0.22756396234035492,0.05157269164919853,-0.1932898312807083,0.01613507978618145,-0.04924720153212547,0.12948456406593323,-0.04090660810470581,0.03592502325773239,-0.0981612578034401,0.04668694734573364,0.16638247668743134,-0.06809213012456894,-0.04858323931694031,0.26387178897857666,0.0012221498182043433,0.05265892297029495,-0.013115229085087776,-0.017092455178499222,-0.019646139815449715,-0.08859875798225403,-0.08728665113449097,-0.08798258006572723,0.0008763578371144831,-0.06899211555719376,-0.02924240007996559,0.14601248502731323,-0.2514951825141907,0.12473983317613602,0.09154830873012543,-0.02227962389588356,0.021432235836982727,0.12598030269145966,-0.05161213502287865,-0.10600031167268753,0.1425454318523407,-0.20904892683029175,0.09891996532678604,0.1770838350057602,0.00426505459472537,0.15590374171733856,0.06335189193487167,0.058877263218164444,-0.06470561772584915,-0.0762409120798111,-0.06012587621808052,-0.029638851061463356,0.058575280010700226,-0.09997253119945526,-0.016510095447301865,0.030525080859661102,Limpho,Limpho,limpho-smiling,original
-0.17749804258346558,0.04807852581143379,0.09645645320415497,-0.08535609394311905,-0.11081461608409882,-0.0045311287976801395,0.03898179903626442,-0.09234461933374405,0.1543775200843811,-0.10527487099170685,0.2966866195201874,-0.04600308835506439,-0.20891731977462769,-0.11094410717487335,0.022245105355978012,0.1833689659833908,-0.14496144652366638,-0.15116898715496063,-0.01417797151952982,-0.11403791606426239,-0.016587991267442703,0.05389814078807831,-0.04600478708744049,0.09373126178979874,-0.15450136363506317,-0.35862481594085693,-0.08899787813425064,-0.1184239462018013,-0.005005171988159418,-0.02339199185371399,0.06641262769699097,0.2088371217250824,-0.16120125353336334,0.03126378729939461,0.006452916190028191,0.08148065209388733,0.064472995698452,-0.01352779846638441,0.09363539516925812,0.05474678426980972,-0.20510567724704742,-0.040715541690588,0.01770426332950592,0.3090222179889679,0.09592215716838837,-0.06196576729416847,0.013457686640322208,0.0075091952458024025,-0.01159749086946249,-0.19150051474571228,-0.03655708208680153,0.13733242452144623,0.13533517718315125,-0.058904968202114105,0.011327682994306087,-0.15124402940273285,-0.056231506168842316,-0.01065109670162201,-0.14727813005447388,0.0036692796275019646,-0.034831512719392776,-0.08754479885101318,-0.05982857570052147,-0.10436925292015076,0.2672898471355438,0.1067933738231659,-0.1671319305896759,-0.07381897419691086,0.19980062544345856,-0.06524800509214401,-0.036253537982702255,0.07602525502443314,-0.21911278367042542,-0.137897789478302,-0.2783379554748535,0.047427188605070114,0.44790828227996826,0.04085760936141014,-0.24130213260650635,0.01892266795039177,-0.19322611391544342,0.024508269503712654,-0.029707593843340874,0.13212822377681732,-0.03627659007906914,0.004463973455131054,-0.0802021324634552,0.03922121599316597,0.16221317648887634,-0.05626586824655533,-0.04521450772881508,0.23634158074855804,-0.018085991963744164,0.0267416313290596,-0.023035738617181778,-0.018765076994895935,-0.02587112784385681,-0.07569773495197296,-0.07907538115978241,-0.08914246410131454,-0.005155215971171856,-0.06436570733785629,-0.026598598808050156,0.1555396467447281,-0.24059650301933289,0.13440202176570892,0.09671957045793533,-0.02133491076529026,0.04086943715810776,0.13375762104988098,-0.06052869185805321,-0.10530483722686768,0.155104398727417,-0.21999071538448334,0.1268978714942932,0.19141587615013123,0.019378917291760445,0.15087762475013733,0.059439752250909805,0.05942380800843239,-0.06861173361539841,-0.0669872909784317,-0.07774564623832703,-0.03550785034894943,0.06786225736141205,-0.09655623137950897,-0.01740633323788643,0.01107387151569128,Limpho,Limpho,limpho-smiling,flipped
-0.1913614422082901,0.062096238136291504,0.11141780018806458,-0.08665808290243149,-0.10494013130664825,-0.042993541806936264,0.035737451165914536,-0.0947410985827446,0.1441602110862732,-0.09959262609481812,0.287794291973114,-0.05337357893586159,-0.2272392362356186,-0.10064590722322464,0.01527391280978918,0.18540771305561066,-0.12653811275959015,-0.14410915970802307,-0.004114708863198757,-0.12611429393291473,0.0008673508418723941,0.06854014843702316,-0.030354512855410576,0.09657882899045944,-0.16327525675296783,-0.34009113907814026,-0.10304675251245499,-0.09691779315471649,-0.06332939118146896,0.0016608122969046235,0.07584527134895325,0.20780333876609802,-0.16078905761241913,0.03859615698456764,0.005591217428445816,0.0745258629322052,0.06646054983139038,-0.011804984882473946,0.08953975886106491,0.04671701043844223,-0.20599079132080078,-0.06589885801076889,0.06645607203245163,0.2893993854522705,0.09919463098049164,-0.08369224518537521,0.0069922516122460365,0.011928757652640343,-0.020289959385991096,-0.20278812944889069,-0.043483980000019073,0.1382710188627243,0.1384613960981369,-0.051482267677783966,0.017072802409529686,-0.13363321125507355,-0.04039964824914932,-0.014897690154612064,-0.14487607777118683,-0.008331270888447762,-0.037398360669612885,-0.10151296854019165,-0.08022157847881317,-0.09503170847892761,0.2551652491092682,0.1227877214550972,-0.1594247817993164,-0.09614560753107071,0.19292056560516357,-0.09584226459264755,-0.06243741139769554,0.09175886958837509,-0.20991002023220062,-0.14176617562770844,-0.304268479347229,0.026051411405205727,0.4286229908466339,0.04586060717701912,-0.2261854112148285,0.05073118954896927,-0.19411922991275787,0.019266298040747643,-0.05044958367943764,0.1293712854385376,-0.04261871427297592,0.03522767871618271,-0.09931913763284683,0.04716040566563606,0.16900254786014557,-0.06644021719694138,-0.05081938952207565,0.2646626830101013,0.0017324334476143122,0.05004571005702019,-0.011998738162219524,-0.0150171909481287,-0.016668539494276047,-0.08953702449798584,-0.08585548400878906,-0.0809381902217865,-0.0008789676357991993,-0.06569379568099976,-0.03331100940704346,0.14659851789474487,-0.25176286697387695,0.1281891167163849,0.09213424474000931,-0.020763231441378593,0.02032850868999958,0.13221052289009094,-0.05814974382519722,-0.10633950680494308,0.1386261135339737,-0.20993003249168396,0.09606792032718658,0.17239795625209808,0.0037226532585918903,0.14880064129829407,0.06316275149583817,0.05837409570813179,-0.06738709658384323,-0.07925370335578918,-0.06042156368494034,-0.03015429526567459,0.06359478831291199,-0.10218250751495361,-0.013797768391668797,0.03135520964860916,Limpho,Limpho,limpho-smiling,rotated_15
-0.20502527058124542,0.07889502495527267,0.11633893102407455,-0.0668778121471405,-0.07951614260673523,-0.03457239642739296,0.044180307537317276,-0.11575179547071457,0.14186175167560577,-0.1047092005610466,0.2856987714767456,-0.04700986668467522,-0.2246304154396057,-0.11713041365146637,0.0350637324154377,0.1781468242406845,-0.1312958151102066,-0.15438933670520782,-0.0075117782689630985,-0.12849244475364685,-0.011202460154891014,0.07695089280605316,-0.016097860410809517,0.06722830981016159,-0.16287845373153687,-0.3357996344566345,-0.11389072239398956,-0.09931319952011108,-0.05395844578742981,0.002253952668979764,0.07482776045799255,0.1818501353263855,-0.15485860407352448,0.04139912873506546,0.012976989150047302,0.08723870664834976,0.06450418382883072,-0.012789423577487469,0.1009116992354393,0.047837987542152405,-0.19298690557479858,-0.07323051244020462,0.05899028480052948,0.2977182865142822,0.11757133901119232,-0.08028577268123627,-0.01103387400507927,0.012250330299139023,-0.003237668424844742,-0.19401580095291138,-0.05161316320300102,0.14167721569538116,0.12613247334957123,-0.04623355343937874,0.01907774619758129,-0.1194952055811882,-0.03976072371006012,-0.018598759546875954,-0.1541859358549118,-0.03441778942942619,-0.019257260486483574,-0.09878836572170258,-0.08662167191505432,-0.089906707406044,0.25255677103996277,0.11913355439901352,-0.15966393053531647,-0.11160343885421753,0.19490140676498413,-0.10509099066257477,-0.058160945773124695,0.09901193529367447,-0.21271122992038727,-0.13484710454940796,-0.2978651821613312,0.023759352043271065,0.4237488806247711,0.040779560804367065,-0.20740780234336853,0.03945303335785866,-0.19669081270694733,0.025672322139143944,-0.04584469273686409,0.11659284681081772,-0.03989674150943756,0.03562158718705177,-0.10531528294086456,0.024872437119483948,0.17171189188957214,-0.05720384418964386,-0.061725638806819916,0.24803029000759125,-0.0046184784732759,0.0448760911822319,-0.0019176078494638205,-0.02104322612285614,-0.0114198699593544,-0.09709175676107407,-0.09814538061618805,-0.08874097466468811,-0.018173443153500557,-0.06968605518341064,-0.032145850360393524,0.15510521829128265,-0.24389979243278503,0.1406344771385193,0.09096115082502365,-0.01316695474088192,0.014995498582720757,0.11237326264381409,-0.06307590007781982,-0.09443991631269455,0.14027103781700134,-0.22528426349163055,0.08659182488918304,0.1717280000448227,-0.01051395758986473,0.1431308388710022,0.0569516159594059,0.06985684484243393,-0.09026435017585754,-0.05618467554450035,-0.0724022313952446,-0.04537312313914299,0.04620949178934097,-0.08805213123559952,-0.010567056015133858,0.024214211851358414,Limpho,Limpho,limpho-smiling,grayscale
-0.17618857324123383,0.061704326421022415,0.07844220846891403,-0.05195113644003868,-0.10720522701740265,-0.03876824676990509,0.01843368634581566,-0.09965938329696655,0.16695918142795563,-0.06163492053747177,0.30826982855796814,-0.04396269470453262,-0.20022450387477875,-0.11125320196151733,0.017569713294506073,0.1988338679075241,-0.19788363575935364,-0.1253880262374878,-0.0033970526419579983,-0.10393603891134262,-0.020151354372501373,0.04572023078799248,-0.0014701546169817448,0.07108262181282043,-0.15329740941524506,-0.37525996565818787,-0.08981522172689438,-0.13781125843524933,0.02527097426354885,-0.009654580615460873,0.03779323399066925,0.2224074751138687,-0.14580772817134857,-0.008052525110542774,0.04875561222434044,0.07069958746433258,0.06177598237991333,0.007298545446246862,0.14053001999855042,0.030547896400094032,-0.1940244883298874,-0.0683009922504425,0.04587062820792198,0.3086552023887634,0.08256739377975464,-0.04144332930445671,0.026656636968255043,0.0018360757967457175,-0.005796136800199747,-0.1625511199235916,0.01902787759900093,0.12852239608764648,0.14871706068515778,-0.04609193652868271,0.007397452834993601,-0.15114063024520874,-0.05497104302048683,0.04152515158057213,-0.18041236698627472,0.016339270398020744,0.015042131766676903,-0.08760172873735428,-0.0878436490893364,-0.08697725087404251,0.26505768299102783,0.12051030993461609,-0.14566989243030548,-0.07087554037570953,0.2178865522146225,-0.049033500254154205,-0.04108970984816551,0.04545993357896805,-0.205769345164299,-0.16026918590068817,-0.2914234399795532,0.006544060073792934,0.44099485874176025,0.04901643842458725,-0.23966896533966064,0.023278333246707916,-0.15178607404232025,-0.009744014590978622,-0.008517486974596977,0.1285402923822403,-0.06282458454370499,0.03962304815649986,-0.07099488377571106,0.029555536806583405,0.14493891596794128,-0.03194451332092285,-0.04920324310660362,0.23201820254325867,0.000781531329266727,0.028573568910360336,0.004897077102214098,-0.0363176129758358,0.0031319446861743927,-0.09865730255842209,-0.1289248764514923,-0.10499978810548782,-0.022349676117300987,-0.06820930540561676,-0.0396818071603775,0.13197937607765198,-0.24147117137908936,0.12983615696430206,0.12477455288171768,-0.014204843901097775,0.019053388386964798,0.12041673809289932,-0.04280458018183708,-0.11027634888887405,0.16441954672336578,-0.21581575274467468,0.12359751760959625,0.1850847750902176,0.047765325754880905,0.18298302590847015,0.03804328292608261,0.05168500542640686,-0.050656747072935104,-0.08417343348264694,-0.09950553625822067,-0.03061618283390999,0.0818445235490799,-0.09497284889221191,0.015265850350260735,0.04383691027760506,Limpho,Limpho,limpho-suprised,original
-0.17029233276844025,0.04056529700756073,0.07036469876766205,-0.04755883291363716,-0.11749803274869919,-0.05005408823490143,0.03602324053645134,-0.10885704308748245,0.16091203689575195,-0.07737275213003159,0.29056379199028015,-0.05061928555369377,-0.18655981123447418,-0.10474078357219696,0.009468335658311844,0.18433082103729248,-0.17208360135555267,-0.13925032317638397,-0.02112472802400589,-0.09903666377067566,-0.026400575414299965,0.03710019215941429,-0.012999556958675385,0.0741983950138092,-0.12546730041503906,-0.38145947456359863,-0.09736287593841553,-0.14279931783676147,0.03487358242273331,-0.01973039284348488,0.05122470483183861,0.2072991281747818,-0.13956914842128754,-0.00026794648147188127,0.04971513897180557,0.08610346913337708,0.07354193180799484,0.015356714837253094,0.12387771159410477,0.011580847203731537,-0.19016019999980927,-0.0543222613632679,0.05588354170322418,0.30806711316108704,0.08918166160583496,-0.03539351001381874,0.01670496165752411,-0.0076644630171358585,-0.01105649396777153,-0.1606164574623108,0.003918526228517294,0.10463903099298477,0.13548429310321808,-0.029668351635336876,0.03114490583539009,-0.15343528985977173,-0.0462573803961277,0.02538229525089264,-0.17828229069709778,0.024010885506868362,-0.0008988929912447929,-0.07161129266023636,-0.08813390880823135,-0.08201570808887482,0.28561967611312866,0.09793054312467575,-0.15928049385547638,-0.06322599202394485,0.2137865275144577,-0.08219397068023682,-0.029595153406262398,0.04884185642004013,-0.19121046364307404,-0.14907073974609375,-0.27462491393089294,0.014857761561870575,0.45630916953086853,0.06455671042203903,-0.2535504400730133,0.02085224539041519,-0.15981826186180115,-0.0059257373213768005,-0.005402855575084686,0.11603865027427673,-0.04561556130647659,0.038497503846883774,-0.08736281841993332,0.026260893791913986,0.14220143854618073,-0.0326232947409153,-0.03500945121049881,0.2301434725522995,-0.004393098875880241,0.032156411558389664,-0.003182618413120508,-0.024472668766975403,-0.013527791015803814,-0.09972073137760162,-0.13939374685287476,-0.1163320541381836,-0.016151707619428635,-0.05814995989203453,-0.037687748670578,0.12393447756767273,-0.23023992776870728,0.13443157076835632,0.1159074530005455,-0.020510265603661537,0.011349435895681381,0.12580275535583496,-0.04038695991039276,-0.09960389137268066,0.16571931540966034,-0.22929862141609192,0.13851304352283478,0.18837162852287292,0.04892358183860779,0.17850741744041443,0.025806644931435585,0.04063110426068306,-0.04901432245969772,-0.08883046358823776,-0.08804978430271149,-0.030269837006926537,0.05519196018576622,-0.09858813136816025,0.0011329199187457561,0.03964322805404663,Limpho,Limpho,limpho-suprised,flipped
